output_filename,object_name,variant,canvas_size,canvas_occupancy,subject_description,primary_colors,view,source_set,source_id,asset_id,recipe_id,merge_recipe,recipe_role,recipe_type
027_wristwatch.png,손목시계,일반,아주작음,"제한축 기준 목표 205px (약 20%, 허용 18–22%)",둥근 시계판과 위아래로 이어진 부드러운 손목띠가 있는 손목시계 한 개. 시계판에는 숫자 없이 짧은 시곗바늘 두 개만 있음.,"하늘색, 남색, 흰색, 노란색 포인트",정면 3/4 시점,CSV 3,027,csv3-027,,,,
028_laundry_basket.png,빨래바구니,손잡이형,보통,"제한축 기준 목표 742px (약 72.5%, 허용 70–75%)",윗부분이 넓게 열린 타원형 빨래바구니 한 개. 양옆에 손잡이 구멍이 있고 몸통에는 큼직한 타원형 통풍 구멍이 여러 개 있음.,"연한 민트색, 짙은 초록색, 흰색 포인트",살짝 위에서 바라본 3/4 시점,CSV 3,028,csv3-028,,,,
029_clothes_hanger.png,옷걸이,일반,보통,"제한축 기준 목표 742px (약 72.5%, 허용 70–75%)",양쪽 어깨가 완만하게 내려가는 삼각형 옷걸이 한 개. 꼭대기에 굽은 금속 고리가 있고 아래에는 바지를 걸 수 있는 가로 막대가 있음.,"주황색, 갈색, 회색 포인트",정면,CSV 3,029,csv3-029,,,,
001_sunflower_seed.png,씨앗,해바라기 씨앗,아주작음,"제한축 기준 목표 205px (약 20%, 허용 18–22%)",통통한 물방울 모양의 해바라기 씨앗 한 알. 검은 껍질 위에 세로로 흐르는 크림색 줄무늬 두세 개가 있어 이후 해바라기로 자라는 씨앗임을 알아보기 쉬움.,"검정색, 짙은 갈색, 크림색",정면 3/4 시점,CSV 5 merged combo,001,csv5-001,R001,씨앗 + 물뿌리개 = 해바라기,재료A,직관형
002_iron.png,다리미,일반,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)",둥근 손잡이와 앞쪽이 뾰족한 삼각형 밑판이 있는 작은 전기다리미 한 개. 밑판 가장자리에 따뜻한 주황색 열 표시 영역을 넣어 같은 모양의 눌린 자국이 구멍 난 셔츠에 이어지도록 함. 전선과 글자는 없음.,"빨간색, 주황색, 연한 회색, 검정색 포인트",측면 3/4 시점,CSV 5 merged combo,002,csv5-002,R002,다리미 + 셔츠 = 구멍 난 셔츠,재료A,직관형
003_blue_shirt.png,셔츠,일반,보통,"제한축 기준 목표 742px (약 72.5%, 허용 70–75%)","짧은 소매와 접힌 칼라, 앞면의 둥근 단추 세 개가 있는 단정한 반소매 셔츠 한 벌. 구멍 난 셔츠와 동일한 하늘색 몸판, 남색 칼라, 노란 단추 디자인이며 얼룩이나 손상은 없음.","하늘색, 남색, 노란색, 흰색 포인트",정면,CSV 5 merged combo,003,csv5-003,R002,다리미 + 셔츠 = 구멍 난 셔츠,재료B,직관형
004_burnt_hole_shirt.png,구멍 난 셔츠,다리미로 탄 형태,보통,"제한축 기준 목표 742px (약 72.5%, 허용 70–75%)","일반 셔츠와 완전히 같은 짧은 소매, 접힌 칼라, 노란 단추의 하늘색 셔츠 한 벌. 몸판 한쪽에 다리미 앞부분과 닮은 둥근 삼각형 모양의 갈색 탄 자국과 중앙의 검은 구멍 하나가 명확히 보이고 가장자리는 살짝 그을려 있음.","하늘색, 남색, 노란색, 짙은 갈색, 검정색",정면,CSV 5 merged combo,004,csv5-004,R002,다리미 + 셔츠 = 구멍 난 셔츠,결과,직관형
005_egg.png,계란,일반,아주작음,"제한축 기준 목표 205px (약 20%, 허용 18–22%)",매끈하고 통통한 타원형 계란 한 알. 껍데기는 따뜻한 크림색이고 아래쪽에 작은 노란색 타원 포인트가 있어 계란 프라이의 노른자 색과 자연스럽게 이어짐. 금이나 얼굴은 없음.,"크림색, 연한 베이지색, 노란색 포인트",정면 3/4 시점,CSV 5 merged combo,005,csv5-005,R003,계란 + 프라이팬 = 계란 프라이,재료A,직관형
006_frying_pan.png,프라이팬,일반,보통,"제한축 기준 목표 742px (약 72.5%, 허용 70–75%)",낮고 둥근 검은 팬 몸체와 오른쪽으로 길게 뻗은 빨간 손잡이로 이루어진 프라이팬 한 개. 팬 안쪽은 비어 있으며 계란 프라이 결과 이미지와 같은 각도와 동일한 팬 디자인을 사용함.,"짙은 회색, 검정색, 빨간색 포인트",살짝 위에서 바라본 3/4 시점,CSV 5 merged combo,006,csv5-006,R003,계란 + 프라이팬 = 계란 프라이,재료B,직관형
007_fried_egg_in_pan.png,계란 프라이,프라이팬에 익힌 형태,보통,"제한축 기준 목표 742px (약 72.5%, 허용 70–75%)",프라이팬 재료와 동일한 낮고 둥근 검은 팬 안에 계란 한 알이 프라이되어 있는 하나의 통합된 음식 장면. 흰자는 둥글고 부드럽게 퍼지고 중앙에는 계란 재료의 노란색 포인트와 같은 통통한 노른자 하나가 있음.,"짙은 회색, 검정색, 빨간색, 흰색, 노란색",살짝 위에서 바라본 3/4 시점,CSV 5 merged combo,007,csv5-007,R003,계란 + 프라이팬 = 계란 프라이,결과,직관형
008_milk_carton.png,우유,흰 우유팩,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)",윗부분이 접힌 작은 종이 우유팩 한 개. 글자나 상표 없이 앞면에 단순한 흰 우유방울 그림 하나와 작은 연두색 띠만 있어 방귀 냄새 결과 이미지의 색과 연결됨. 빨대는 없음.,"흰색, 하늘색, 연두색, 짙은 파란색 포인트",정면 3/4 시점,CSV 5 merged combo,008,csv5-008,R004,우유 + 책가방 = 방귀 냄새,재료A,비유형
009_fart_smell_cloud.png,방귀 냄새,냄새 구름,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)",둥근 작은 구름 덩어리들이 한쪽에서 다른 쪽으로 이어지고 끝부분이 두세 가닥의 굽은 냄새 선으로 말려 올라가는 방귀 냄새 한 덩어리. 우유팩의 연두색 띠와 같은 연두색을 중심으로 하되 사물이나 얼굴은 넣지 않음.,"연두색, 연한 노란색, 짙은 초록색 포인트",측면,CSV 5 merged combo,009,csv5-009,R004,우유 + 책가방 = 방귀 냄새,결과,비유형
010_pine_tree_christmas_shape.png,소나무,크리스마스트리형 수형,아주큼,"제한축 기준 목표 942px (약 92%, 허용 90–94%)","짧고 굵은 갈색 줄기 위에 짙은 초록색 솔잎 가지가 세 단의 넓은 삼각형으로 겹쳐진 소나무 한 그루. 전체 실루엣은 크리스마스트리와 같지만 별, 전구, 공 장식, 리본, 눈은 전혀 없는 자연 상태의 소나무임.","짙은 초록색, 밝은 초록색, 갈색",정면,CSV 5 merged combo,010,csv5-010,R005,소나무 + 별 = 크리스마스트리,재료A,상징형
011_gold_star.png,별,트리 꼭대기 별,아주작음,"제한축 기준 목표 205px (약 20%, 허용 18–22%)","끝이 다섯 개인 통통한 별 하나. 크리스마스트리 꼭대기에 올렸을 때 잘 어울리는 단순하고 선명한 형태이며 장식끈, 얼굴, 반짝임 효과는 없음.","밝은 노란색, 주황색 포인트",정면,CSV 5 merged combo,011,csv5-011,R005,소나무 + 별 = 크리스마스트리,재료B,상징형
012_crescent_moon.png,달,초승달,아주큼,"제한축 기준 목표 942px (약 92%, 허용 90–94%)","두툼하고 둥근 초승달 하나. 안쪽 곡선과 바깥쪽 곡선이 부드럽고 햇빛 결과 이미지와 같은 따뜻한 노란색을 사용하되, 밤을 나타내는 작은 남색 안쪽 면으로 구분함. 별이나 얼굴은 없음.","밝은 노란색, 남색, 주황색 포인트",정면,CSV 5 merged combo,012,csv5-012,R006,달 + 알람시계 = 햇빛,재료A,비유형
013_alarm_clock.png,알람시계,클래식 쌍종형,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)",둥근 시계 몸통 위에 종 두 개가 달린 클래식 알람시계 한 개. 짧은 두 다리와 단순한 시곗바늘이 있으며 시곗바늘은 아침 시간을 연상시키도록 위쪽을 향함. 숫자나 글자는 없고 햇빛과 같은 노란색 시계판을 사용함.,"하늘색, 노란색, 흰색, 검정색",정면 3/4 시점,CSV 5 merged combo,013,csv5-013,R006,달 + 알람시계 = 햇빛,재료B,비유형
014_sunlight.png,햇빛,아침 햇살,아주큼,"제한축 기준 목표 942px (약 92%, 허용 90–94%)","가운데의 따뜻한 노란색 둥근 햇빛 덩어리 주위로 알람시계의 두 종을 닮은 짧고 둥근 아침 햇살 여덟 갈래가 고르게 퍼진 하나의 태양광 상징. 달과 같은 노란색 계열을 사용하며 얼굴, 구름, 풍경은 없음.","밝은 노란색, 주황색, 하늘색 포인트",정면,CSV 5 merged combo,014,csv5-014,R006,달 + 알람시계 = 햇빛,결과,비유형
015_rice_plant.png,벼,이삭 한 포기,큼,"제한축 기준 목표 824px (약 80.5%, 허용 78–83%)",가느다란 초록색 줄기 두세 가닥 끝에 통통한 황금색 쌀알이 한쪽으로 고개 숙여 촘촘히 달린 벼 한 포기. 초밥의 밥알과 같은 크림색 작은 알갱이 몇 개가 이삭 끝에 섞여 있어 결과물과 연결됨.,"황금색, 크림색, 밝은 초록색, 짙은 초록색",측면 3/4 시점,CSV 5 merged combo,015,csv5-015,R007,벼 + 생선 = 초밥,재료A,연상형
016_salmon_fish.png,생선,연어형,큼,"제한축 기준 목표 824px (약 80.5%, 허용 78–83%)","통통한 유선형 몸과 삼각형 꼬리, 작은 지느러미가 있는 연어 한 마리. 몸통에 초밥 위 생선살과 똑같은 분홍빛 주황색과 굽은 크림색 줄무늬 두세 개가 있으며 눈과 입은 사물 식별에 필요한 최소한의 점과 선으로만 표현함.","분홍빛 주황색, 크림색, 짙은 주황색, 검정색 포인트",측면,CSV 5 merged combo,016,csv5-016,R007,벼 + 생선 = 초밥,재료B,연상형
017_salmon_sushi.png,초밥,연어초밥,아주작음,"제한축 기준 목표 205px (약 20%, 허용 18–22%)","둥글고 짧은 흰 밥 뭉치 위에 생선 재료와 동일한 분홍빛 주황색, 크림색 줄무늬의 연어 한 점이 길게 올라간 연어초밥 한 개. 밥알은 벼 이삭의 크림색 알갱이와 같은 둥근 짧은 표시 몇 개로만 단순하게 표현함.","흰색, 크림색, 분홍빛 주황색, 짙은 주황색",측면 3/4 시점,CSV 5 merged combo,017,csv5-017,R007,벼 + 생선 = 초밥,결과,연상형
018_round_hand_mirror.png,거울,둥근 손잡이형,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)",둥근 거울 면 아래에 짧고 통통한 손잡이가 이어진 손거울 한 개. 거울 면은 미러볼 타일과 같은 하늘색과 연한 회색의 평평한 영역 두세 개로 나누되 실제 사물의 반사나 반짝임 효과는 없음.,"하늘색, 연한 회색, 흰색, 연한 보라색 포인트",정면 3/4 시점,CSV 5 merged combo,018,csv5-018,R008,거울 + 지구본 = 미러볼,재료A,언어유희형
019_globe.png,지구본,탁상형,보통,"제한축 기준 목표 742px (약 72.5%, 허용 70–75%)","둥근 지구 구체가 기울어진 짧은 축과 반원형 지지대, 작은 받침 위에 놓인 탁상용 지구본 한 개. 대륙은 두세 개의 단순한 초록색 덩어리로 표현하고 글자나 국경선은 없음. 구체 크기와 각도는 미러볼 결과와 같게 함.","하늘색, 초록색, 남색, 회색 포인트",정면 3/4 시점,CSV 5 merged combo,019,csv5-019,R008,거울 + 지구본 = 미러볼,재료B,언어유희형
020_mirror_ball.png,미러볼,매달린 구형,큼,"제한축 기준 목표 824px (약 80.5%, 허용 78–83%)","지구본과 같은 둥근 구체 전체가 거울과 같은 하늘색, 연한 회색, 연한 보라색의 굵고 불규칙한 사각 타일로 나뉜 미러볼 한 개. 위에는 짧은 검은 연결 고리 하나만 있으며 광선, 별, 배경 반짝임, 글자는 없음.","하늘색, 연한 회색, 흰색, 연한 보라색, 검정색 포인트",정면 3/4 시점,CSV 5 merged combo,020,csv5-020,R008,거울 + 지구본 = 미러볼,결과,언어유희형
021_window.png,창문,닫힌 유리창,큼,"제한축 기준 목표 824px (약 80.5%, 허용 78–83%)",둥근 모서리의 직사각형 나무 창틀 안에 하늘색 유리 네 칸이 들어간 닫힌 창문 하나. 유리조각 결과와 이어지도록 유리 한쪽에 아주 옅은 대각선 반사선만 넣고 금이나 깨짐은 없음.,"연한 하늘색, 흰색, 따뜻한 갈색, 짙은 파란색 포인트",정면,CSV 5 merged combo,021,csv5-021,R009,창문 + 야구 배트 = 유리조각,재료A,직관형
022_baseball_bat.png,야구 배트,나무 배트,큼,"제한축 기준 목표 824px (약 80.5%, 허용 78–83%)",손잡이가 가늘고 몸통 끝으로 갈수록 통통해지는 둥근 나무 야구 배트 한 자루. 유리조각 결과의 갈색 작은 충돌 흔적과 연결되는 짙은 갈색 끝부분이 있으며 공이나 글자는 없음.,"밝은 갈색, 황토색, 짙은 갈색",측면 대각선,CSV 5 merged combo,022,csv5-022,R009,창문 + 야구 배트 = 유리조각,재료B,직관형
023_glass_shards.png,유리조각,깨진 창유리,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)",창문 재료와 같은 하늘색 유리가 깨져 생긴 크고 작은 각진 유리조각 다섯 조각이 서로 가까이 모인 하나의 조각 더미. 중앙 조각 한쪽에는 야구 배트 끝과 같은 짙은 갈색의 작은 충돌 자국이 있고 피나 배경은 없음.,"연한 하늘색, 흰색, 짙은 파란색, 짙은 갈색 포인트",살짝 위에서 바라본 정면,CSV 5 merged combo,023,csv5-023,R009,창문 + 야구 배트 = 유리조각,결과,직관형
024_heart.png,하트,붉은 하트,아주작음,"제한축 기준 목표 205px (약 20%, 허용 18–22%)","좌우가 부드럽게 둥글고 아래쪽이 살짝 뾰족한 통통한 하트 하나. 반지 결과의 보석과 동일한 진한 빨간색을 사용하며 얼굴, 광택, 반짝임은 없음.","진한 빨간색, 분홍색 포인트",정면,CSV 5 merged combo,024,csv5-024,R010,하트 + 촛불 = 반지,재료A,비유형
025_candle.png,촛불,짧은 양초,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)","짧고 통통한 크림색 양초 한 개 위에 작은 주황색 불꽃 하나가 켜진 모습. 녹은 촛농은 반지의 둥근 금속 고리처럼 윗부분을 한 바퀴 감싸며 받침, 글자, 연기는 없음.","크림색, 노란색, 주황색, 빨간색 포인트",정면 3/4 시점,CSV 5 merged combo,025,csv5-025,R010,하트 + 촛불 = 반지,재료B,비유형
026_heart_ring.png,반지,하트 보석 반지,아주작음,"제한축 기준 목표 205px (약 20%, 허용 18–22%)","가느다란 금색 원형 고리 위에 하트 재료와 같은 진한 빨간색의 작은 하트 보석 하나가 놓인 반지 한 개. 촛불의 따뜻한 노란색과 주황색을 금속 고리에 이어 쓰고 손, 상자, 광선은 없음.","금색, 노란색, 주황색, 진한 빨간색",정면 3/4 시점,CSV 5 merged combo,026,csv5-026,R010,하트 + 촛불 = 반지,결과,비유형
027_rabbit.png,토끼,달리기 직전,보통,"제한축 기준 목표 742px (약 72.5%, 허용 70–75%)","긴 귀 두 개와 둥근 몸, 짧은 꼬리가 있는 흰 토끼 한 마리. 앞발을 앞으로, 뒷발을 뒤로 둔 달리기 직전 자세이며 레이싱 깃발 결과와 같은 빨간 목띠 하나만 두름.","흰색, 연한 회색, 분홍색, 빨간색 포인트",측면 3/4 시점,CSV 5 merged combo,027,csv5-027,R011,토끼 + 거북이 = 레이싱 깃발,재료A,비유형
028_turtle.png,거북이,걷는 형태,보통,"제한축 기준 목표 742px (약 72.5%, 허용 70–75%)","둥근 초록색 등딱지와 짧은 네 다리, 작게 내민 머리가 있는 거북이 한 마리. 천천히 앞으로 걷는 자세이며 레이싱 깃발 결과의 검정·흰 체크무늬를 닮은 작은 사각 등딱지 무늬가 있음.","초록색, 연두색, 갈색, 검정색, 흰색 포인트",측면 3/4 시점,CSV 5 merged combo,028,csv5-028,R011,토끼 + 거북이 = 레이싱 깃발,재료B,비유형
029_racing_flag.png,레이싱 깃발,체크무늬 결승 깃발,큼,"제한축 기준 목표 824px (약 80.5%, 허용 78–83%)","짧은 갈색 깃대에 검정색과 흰색의 큼직한 체크무늬 천이 한쪽으로 살짝 휘날리는 레이싱 결승 깃발 하나. 깃대 아래에는 토끼 목띠와 같은 빨간색 손잡이 띠가 있고 글자, 자동차, 배경은 없음.","검정색, 흰색, 갈색, 빨간색 포인트",정면 3/4 시점,CSV 5 merged combo,029,csv5-029,R011,토끼 + 거북이 = 레이싱 깃발,결과,비유형
031_running_shoe.png,운동화,빠른 달리기용,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)","둥근 앞코와 도톰한 밑창, 두 줄의 신발끈이 있는 빨간 운동화 한 짝. 뒤꿈치에는 번개 재료와 같은 노란색 지그재그 무늬 하나가 있고 날개나 속도선은 없음.","빨간색, 흰색, 밝은 노란색, 남색 포인트",측면 3/4 시점,CSV 5 merged combo,031,csv5-031,R012,번개 + 운동화 = 금메달,재료B,비유형
032_gold_medal.png,금메달,달리기 우승,아주작음,"제한축 기준 목표 205px (약 20%, 허용 18–22%)",둥근 금색 메달 하나에 운동화의 빨간색과 남색을 이어 쓴 굵은 V자 리본이 달린 모습. 메달 중앙에는 글자나 숫자 대신 번개를 닮은 단순한 양각 무늬 하나만 있음.,"금색, 노란색, 빨간색, 남색",정면,CSV 5 merged combo,032,csv5-032,R012,번개 + 운동화 = 금메달,결과,비유형
033_old_key.png,열쇠,보물상자 열쇠,아주작음,"제한축 기준 목표 205px (약 20%, 허용 18–22%)","둥근 고리 손잡이와 짧은 축, 단순한 톱니 두 개가 있는 작은 금색 열쇠 한 개. 보물상자 자물쇠 구멍과 맞는 둥근 끝 형태이며 글자나 장식은 없음.","금색, 노란색, 짙은 갈색 포인트",측면,CSV 5 merged combo,033,csv5-033,R013,열쇠 + 지도 = 보물상자,재료A,비유형
034_treasure_map.png,지도,보물 지도,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)","가장자리가 살짝 말린 크림색 종이 지도 한 장. 글자나 숫자 없이 굽은 점선 길과 빨간색 X 모양 표시 하나, 파란 물길 한 줄만 단순하게 들어 있음.","크림색, 밝은 갈색, 빨간색, 하늘색",살짝 위에서 바라본 정면,CSV 5 merged combo,034,csv5-034,R013,열쇠 + 지도 = 보물상자,재료B,비유형
035_treasure_chest.png,보물상자,닫힌 모험 상자,큼,"제한축 기준 목표 824px (약 80.5%, 허용 78–83%)",둥근 뚜껑과 굵은 금색 테두리가 있는 갈색 나무 보물상자 하나. 앞면 중앙에 열쇠 재료와 맞는 작은 열쇠구멍이 있고 뚜껑 모서리에는 지도와 같은 빨간 X 표시가 작게 새겨짐. 상자는 닫혀 있고 동전이나 보석은 밖에 없음.,"갈색, 짙은 갈색, 금색, 빨간색 포인트",정면 3/4 시점,CSV 5 merged combo,035,csv5-035,R013,열쇠 + 지도 = 보물상자,결과,비유형
036_padlock.png,자물쇠,작은 일기장 자물쇠,아주작음,"제한축 기준 목표 205px (약 20%, 허용 18–22%)",둥근 은색 고리와 통통한 남색 몸체로 된 작은 자물쇠 하나. 비밀일기 결과와 연결되는 보라색 작은 원형 열쇠구멍이 중앙에 있으며 체인이나 글자는 없음.,"남색, 은색, 연한 보라색, 검정색 포인트",정면 3/4 시점,CSV 5 merged combo,036,csv5-036,R014,자물쇠 + 깃털 = 비밀일기,재료A,비유형
037_quill_feather.png,깃털,필기용 깃펜,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)","끝이 뾰족하고 한쪽으로 부드럽게 굽은 보라색 깃털 한 개. 가운데 축의 아래쪽은 짧은 펜촉처럼 다듬어져 있고 잉크병, 글자, 흩날리는 작은 깃털은 없음.","연한 보라색, 진한 보라색, 남색 포인트",측면 대각선,CSV 5 merged combo,037,csv5-037,R014,자물쇠 + 깃털 = 비밀일기,재료B,비유형
038_secret_diary.png,비밀일기,잠긴 깃펜 일기장,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)",둥근 모서리의 보라색 표지 일기장 한 권이 남색 띠와 작은 은색 자물쇠로 잠긴 모습. 표지 중앙에는 글자 대신 깃털 재료의 단순한 실루엣 하나만 있고 페이지나 다른 소품은 없음.,"보라색, 남색, 은색, 크림색",정면 3/4 시점,CSV 5 merged combo,038,csv5-038,R014,자물쇠 + 깃털 = 비밀일기,결과,비유형
039_telescope.png,망원경,천체 관측용,큼,"제한축 기준 목표 824px (약 80.5%, 허용 78–83%)",길고 둥근 남색 관통과 넓은 앞 렌즈가 짧은 삼각대 위에 놓인 천체 망원경 한 대. 우주선 결과와 연결되는 하늘색 렌즈와 빨간색 작은 조절 손잡이가 있으며 글자는 없음.,"남색, 하늘색, 회색, 빨간색 포인트",측면 3/4 시점,CSV 5 merged combo,039,csv5-039,R015,망원경 + 별똥별 = 우주선,재료A,비유형
040_shooting_star.png,별똥별,긴 꼬리 별,아주큼,"제한축 기준 목표 942px (약 92%, 허용 90–94%)","통통한 노란색 별 하나 뒤로 주황색과 하늘색의 굵고 부드러운 꼬리 두 줄이 이어진 별똥별 하나. 우주선 창문과 같은 하늘색을 사용하고 작은 별, 밤하늘, 광선은 없음.","밝은 노란색, 주황색, 하늘색",측면 대각선,CSV 5 merged combo,040,csv5-040,R015,망원경 + 별똥별 = 우주선,재료B,비유형
041_spaceship.png,우주선,탐사 로켓형,아주큼,"제한축 기준 목표 942px (약 92%, 허용 90–94%)","둥근 원뿔형 앞부분과 통통한 원통 몸체, 좌우 짧은 날개가 있는 우주선 한 대. 망원경 렌즈와 같은 하늘색 둥근 창 하나, 별똥별 꼬리와 같은 노란색·주황색 추진부를 사용하며 불꽃이나 우주 배경은 없음.","흰색, 남색, 하늘색, 노란색, 주황색",측면 3/4 시점,CSV 5 merged combo,041,csv5-041,R015,망원경 + 별똥별 = 우주선,결과,비유형
042_camera.png,카메라,여행용 카메라,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)",둥근 직사각형 몸체 앞면에 큰 원형 렌즈와 작은 셔터 버튼이 있는 여행용 카메라 한 대. 여행앨범 표지와 이어지는 민트색 몸체와 노란색 렌즈 테두리를 사용하며 사진이나 글자는 없음.,"민트색, 짙은 회색, 노란색, 검정색 포인트",정면 3/4 시점,CSV 5 merged combo,042,csv5-042,R016,카메라 + 발자국 = 여행앨범,재료A,비유형
043_footprints.png,발자국,여행 발자국,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)","왼발과 오른발 모양의 단순한 갈색 신발 자국 네 개가 짧게 굽은 길을 이루며 가까이 모인 하나의 발자국 흔적. 사람이나 바닥, 흙먼지, 속도선은 없음.","따뜻한 갈색, 짙은 갈색, 민트색 포인트",살짝 위에서 바라본 정면,CSV 5 merged combo,043,csv5-043,R016,카메라 + 발자국 = 여행앨범,재료B,비유형
044_travel_album.png,여행앨범,사진 여행 기록,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)",둥근 모서리의 두꺼운 민트색 사진 앨범 한 권. 표지에는 글자 대신 카메라 렌즈를 닮은 노란 원과 발자국을 닮은 작은 갈색 타원 두 개가 하나의 여행 표식처럼 배치되며 사진이나 별도 소품은 없음.,"민트색, 노란색, 갈색, 크림색",정면 3/4 시점,CSV 5 merged combo,044,csv5-044,R016,카메라 + 발자국 = 여행앨범,결과,비유형
045_round_glasses.png,안경,둥근 공부 안경,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)","크기가 같은 둥근 렌즈 두 개와 짧은 코받침, 가는 다리가 있는 검은 테 안경 하나. 졸업모자 결과와 연결되는 남색 작은 코받침 포인트가 있고 눈, 얼굴, 반사는 없음.","검정색, 연한 하늘색, 남색 포인트",정면,CSV 5 merged combo,045,csv5-045,R017,안경 + 책 = 졸업모자,재료A,비유형
046_study_book.png,책,두꺼운 공부책,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)",둥근 모서리의 남색 표지와 두꺼운 크림색 페이지가 보이는 닫힌 책 한 권. 글자 없이 표지 중앙에 졸업모자 술과 연결되는 노란색 짧은 세로선 하나만 있음.,"남색, 크림색, 노란색 포인트",정면 3/4 시점,CSV 5 merged combo,046,csv5-046,R017,안경 + 책 = 졸업모자,재료B,비유형
047_graduation_cap.png,졸업모자,학업 성취,보통,"제한축 기준 목표 742px (약 72.5%, 허용 70–75%)",평평한 남색 사각 윗판과 둥근 머리 받침으로 이루어진 졸업모자 하나. 한쪽에는 책 재료의 노란색 포인트와 같은 짧은 술이 달리고 앞면 가장자리에는 안경의 둥근 선을 닮은 완만한 곡선이 있음.,"남색, 검정색, 노란색",정면 3/4 시점,CSV 5 merged combo,047,csv5-047,R017,안경 + 책 = 졸업모자,결과,비유형
048_broom.png,빗자루,긴 마녀 빗자루,큼,"제한축 기준 목표 824px (약 80.5%, 허용 78–83%)","긴 갈색 손잡이 끝에 황토색 빗살이 굵은 끈으로 묶인 빗자루 한 자루. 마법봉 결과와 연결되는 보라색 끈 하나가 있지만 별, 광선, 먼지는 없음.","갈색, 황토색, 보라색 포인트",측면 대각선,CSV 5 merged combo,048,csv5-048,R018,빗자루 + 별가루 = 마법봉,재료A,비유형
049_stardust.png,별가루,병에 담긴 별가루,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)",둥근 보라색 유리병 하나가 코르크 마개로 닫힌 모습. 병 안에는 글자 없이 노란색 별 모양의 별가루 알갱이 세 개가 서로 겹치지 않게 들어 있고 빛이나 연기는 새어 나오지 않음.,"연한 보라색, 진한 보라색, 노란색, 갈색",정면 3/4 시점,CSV 5 merged combo,049,csv5-049,R018,빗자루 + 별가루 = 마법봉,재료B,비유형
050_magic_wand.png,마법봉,별 장식 마법봉,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)","짧고 매끈한 갈색 막대 끝에 별가루와 같은 노란색 통통한 별 하나가 붙은 마법봉 한 자루. 손잡이에는 빗자루 끈과 같은 보라색 띠가 감겨 있고 광선, 작은 별, 손은 없음.","갈색, 노란색, 보라색",측면 대각선,CSV 5 merged combo,050,csv5-050,R018,빗자루 + 별가루 = 마법봉,결과,비유형
051_world_globe.png,지구본,인터넷 지구본,보통,"제한축 기준 목표 742px (약 72.5%, 허용 70–75%)",파란 구체 위에 단순한 초록 대륙 두세 개가 있고 짧은 회색 축과 받침이 붙은 지구본 하나. 거미줄 결과와 연결되도록 바다 영역에 아주 옅은 흰 곡선 두 줄만 있으며 글자나 국경선은 없음.,"파란색, 하늘색, 초록색, 회색, 흰색 포인트",정면 3/4 시점,CSV 5 merged combo,051,csv5-051,R019,지구본 + 거미줄 = 인터넷 공유기,재료A,비유형
052_spider_web.png,거미줄,둥근 연결망,보통,"제한축 기준 목표 742px (약 72.5%, 허용 70–75%)","가운데 작은 원에서 바깥으로 여섯 갈래 굵은 검은 선이 퍼지고 둥근 연결선 세 겹이 이어진 단순한 거미줄 하나. 거미, 벽, 이슬, 찢어진 부분은 없음.","검정색, 연한 회색, 하늘색 포인트",정면,CSV 5 merged combo,052,csv5-052,R019,지구본 + 거미줄 = 인터넷 공유기,재료B,비유형
053_internet_router.png,인터넷 공유기,세계 연결 공유기,작음,"제한축 기준 목표 384px (약 37.5%, 허용 35–40%)",둥근 모서리의 낮은 파란색 공유기 한 대에 짧은 안테나 두 개가 세워진 모습. 앞면에는 글자나 숫자 없이 지구본의 초록·파랑 반원과 거미줄의 세 갈래 곡선을 합친 작은 연결 표시만 있음.,"파란색, 하늘색, 초록색, 검정색, 흰색",정면 3/4 시점,CSV 5 merged combo,053,csv5-053,R019,지구본 + 거미줄 = 인터넷 공유기,결과,비유형
054_compass.png,나침반,여행 나침반,아주작음,"제한축 기준 목표 205px (약 20%, 허용 18–22%)","둥근 금색 테두리와 크림색 바탕, 빨간색과 남색의 굵은 바늘이 있는 작은 나침반 한 개. 글자와 숫자 없이 네 방향을 짧은 선으로만 표시하며 덮개나 끈은 없음.","금색, 크림색, 빨간색, 남색",정면 3/4 시점,CSV 5 merged combo,054,csv5-054,R020,나침반 + 종이비행기 = 여행가방,재료A,비유형
